Fid,LATITUDE,LONGITUDE,wdate,precipitation,temp_max,temp_min,wind,weather
172.217.10.74-10.42.0.211-443-47647-6,34.16227984,-118.0992134,07-12-13,0,0,-7.1,3.1,sun
10.42.0.211-10.42.0.1-15587-53-17,34.13639047,-118.1545288,08-12-13,0,2.2,-6.6,2.2,sun
172.217.9.227-10.42.0.151-443-54370-6,34.1639081,-118.3455847,09-12-13,0,1.1,-4.9,1.3,sun
10.42.0.211-10.42.0.1-4226-53-17,34.17966,-118.370981,10-12-13,0,5.6,0.6,1.5,sun
172.217.9.234-10.42.0.211-443-38164-6,34.66734718,-118.1240505,11-12-13,0,5,-1.6,0.8,sun
10.42.0.42-31.13.71.3-50953-443-6,33.64730457,-117.7342155,12-12-13,6.9,5.6,-0.5,2.3,rain
172.217.9.227-10.42.0.151-443-59477-6,33.73579703,-117.9367876,13-12-13,0.5,9.4,5.6,2.9,rain
172.217.10.72-10.42.0.211-443-47966-6,35.29373295,-120.6720827,14-12-13,0,9.4,6.1,3.7,sun
10.42.0.42-66.198.24.253-50007-80-6,33.83088574,-116.5504974,15-12-13,1.3,11.7,8.3,3.9,rain
180.149.136.194-10.42.0.211-443-35866-6,35.62946112,-117.6815106,16-12-13,0.3,10,4.4,1,rain
10.42.0.42-123.125.29.220-48874-80-6,37.58079867,-122.3591834,17-12-13,0,8.3,4.4,2.7,sun
140.205.32.3-10.42.0.211-443-56389-6,40.794903,-124.17195,18-12-13,1.3,7.8,2.2,2.8,rain
217.69.136.176-10.42.0.211-443-54532-6,35.64773544,-117.6714297,19-12-13,0,5,0,2.1,sun
172.217.7.195-10.42.0.151-443-37641-6,39.03973765,-122.9179868,20-12-13,5.6,8.3,0.6,3.7,drizzle
205.185.216.10-10.42.0.151-80-43677-6,40.79995891,-124.1512873,21-12-13,5.6,8.9,5.6,2.3,rain
172.217.12.131-10.42.0.211-80-55423-6,35.59393074,-119.3510625,22-12-13,10.7,10.6,8.3,4,rain
172.217.11.36-10.42.0.151-443-44165-6,35.77279516,-119.241441,23-12-13,1.5,11.7,6.1,5.9,rain
10.42.0.151-108.174.11.1-54319-80-6,36.33524518,-119.6446456,24-12-13,0,8.3,2.8,1.7,sun
10.42.0.151-104.193.88.109-49999-80-6,35.34245969,-119.0491143,25-12-13,0,6.7,1.7,0.8,sun
172.217.6.194-10.42.0.42-443-52203-6,39.12068618,-122.9036701,26-12-13,0,6.7,0.6,0.5,sun
222.73.28.96-10.42.0.211-80-60584-6,33.86503302,-117.7415369,27-12-13,0.3,8.9,0,2.1,rain
10.42.0.211-123.125.115.164-42498-443-6,37.99328026,-122.0267498,28-12-13,0,9.4,3.3,1.3,sun
10.42.0.211-106.39.169.66-34462-80-6,37.7696081,-122.2494288,29-12-13,0,7.2,1.7,1.1,sun
172.217.10.67-10.42.0.42-443-45166-6,34.13073492,-118.0259842,30-12-13,0.3,8.9,4.4,2.6,rain
198.105.244.11-10.42.0.151-80-57406-6,34.21351918,-118.5276878,31-12-13,0.5,8.3,5,1.7,rain
172.217.10.1-10.42.0.42-443-38043-6,37.41483156,-122.1046585,01-01-14,0,7.2,3.3,1.2,sun
172.217.10.102-10.42.0.211-443-48275-6,37.51983831,-121.9451078,02-01-14,4.1,10.6,6.1,3.2,rain
202.77.129.150-10.42.0.211-443-41526-6,32.72692,-117.159851,03-01-14,1.5,8.9,2.8,2.6,rain
10.42.0.42-52.84.29.55-32885-443-6,32.73746349,-117.2141164,04-01-14,0,7.8,0.6,2.7,rain
10.42.0.211-10.42.0.1-42738-53-17,36.99459,-121.954051,05-01-14,0,8.3,-0.5,3.7,sun
10.42.0.211-64.34.226.86-38565-443-6,40.86517374,-121.8456299,06-01-14,0.3,7.8,-0.5,2.6,rain
198.11.189.2-10.42.0.211-443-40537-6,37.27520955,-121.8810729,07-01-14,12.2,8.3,5,1.6,rain
172.217.10.106-10.42.0.211-443-38180-6,34.15298877,-118.3978813,08-01-14,9.7,10,7.2,4.6,rain
216.58.219.202-10.42.0.151-443-50639-6,33.40520631,-117.1645807,09-01-14,5.8,9.4,5.6,6.3,rain
10.42.0.211-54.192.38.18-39624-443-6,37.24924287,-121.8973284,10-01-14,4.3,12.8,8.3,7,rain
172.217.12.131-10.42.0.42-80-57311-6,37.29634749,-121.9115393,11-01-14,21.3,14.4,7.2,8.8,rain
172.217.10.130-10.42.0.211-443-45912-6,37.42677436,-122.1467178,12-01-14,1.5,11.1,5.6,8.1,rain
10.42.0.1-10.42.0.42-53-7591-17,33.16198349,-117.3466121,13-01-14,0,10.6,10,7.1,sun
172.217.10.110-10.42.0.151-443-38248-6,36.91129867,-121.7548779,14-01-14,0,11.1,7.2,1.3,sun
157.55.130.145-10.42.0.42-443-46360-17,34.24050164,-118.4858042,15-01-14,0,11.1,5.6,2.5,sun
182.22.65.137-10.42.0.151-443-41720-6,37.5239016,-122.304351,16-01-14,0,6.7,4.4,2.7,sun
180.149.134.141-10.42.0.211-80-37491-6,33.84632711,-117.8899048,17-01-14,0,5.6,2.8,2.3,sun
10.42.0.42-73.67.213.109-46360-1911-17,34.47005187,-117.3312852,18-01-14,0,9.4,0.6,2.2,sun
172.217.10.46-10.42.0.42-443-33786-6,38.666131,-121.132946,19-01-14,0,6.1,3.3,2.5,sun
10.42.0.211-77.234.44.201-42283-80-6,34.17898653,-118.6003433,20-01-14,0,10,2.8,2.2,sun
183.57.48.84-10.42.0.211-80-37804-6,37.92943768,-122.0584985,21-01-14,0,10,1.7,1.5,sun
10.42.0.211-10.42.0.1-62730-53-17,37.74325708,-122.4376595,22-01-14,0.5,9.4,5.6,2.6,rain
10.42.0.151-115.239.210.141-40863-443-6,33.84315622,-118.2635939,23-01-14,0,10,2.8,5.2,rain
172.217.10.14-10.42.0.42-443-38075-6,39.39902875,-123.3505605,24-01-14,0,12.8,1.1,1.9,sun
174.35.73.71-10.42.0.42-80-39415-6,34.05676,-118.429261,25-01-14,0,12.2,1.1,0.8,sun
151.101.129.140-10.42.0.42-443-48106-6,32.86496244,-117.2391442,26-01-14,0,8.3,0.6,1.3,sun
208.80.153.224-10.42.0.151-443-37991-6,33.70940643,-117.8589346,27-01-14,0,9.4,1.7,1.3,sun
172.217.11.3-10.42.0.42-443-33893-17,33.83741425,-117.920926,28-01-14,8.9,11.1,6.1,1.6,rain
180.149.136.194-10.42.0.211-443-33967-6,37.32793002,-121.9798797,29-01-14,21.6,11.1,7.2,3.4,rain
10.42.0.211-10.42.0.1-15140-53-17,33.90719498,-117.5268867,30-01-14,0,8.3,6.1,6.4,sun
216.58.219.227-10.42.0.151-443-57675-6,34.23341508,-117.2068252,31-01-14,2.3,7.8,5.6,2.6,rain
192.229.173.173-10.42.0.151-80-38492-6,37.723646,-122.455104,01-02-14,2,7.8,2.8,0.8,rain
10.42.0.211-77.234.44.40-36354-80-6,38.5238408,-121.4752596,02-02-14,0,8.9,1.1,2.5,sun
10.42.0.211-123.125.115.164-57371-443-6,34.65105135,-120.451068,03-02-14,0,5,0,4.3,sun
172.217.9.234-10.42.0.42-443-48253-6,34.136723,-118.132252,04-02-14,0,2.8,-2.1,4.7,sun
10.42.0.42-66.198.178.91-52457-443-6,34.00536,-117.739251,05-02-14,0,-0.5,-5.5,6.6,sun
10.42.0.151-123.125.29.220-52975-80-6,37.33285915,-120.4444301,06-02-14,0,-1.6,-6,4.5,sun
8.0.6.4-8.6.0.1-0-0-0,33.11316855,-117.2863233,07-02-14,0,3.3,-4.9,4.2,sun
171.84.4.11-10.42.0.211-80-36701-6,32.91403434,-117.1107567,08-02-14,5.1,5.6,-0.5,4.6,drizzle
10.42.0.151-104.193.88.109-48424-80-6,33.67930151,-117.9291096,09-02-14,0.5,3.9,0,2.4,rain
10.42.0.151-23.206.163.180-40754-443-6,33.64235292,-117.1506367,10-02-14,18.3,10,2.2,4.7,rain
10.42.0.1-10.42.0.42-53-15128-17,33.85019117,-117.8189151,11-02-14,17,12.2,5.6,3.8,rain
216.58.219.206-10.42.0.151-443-56551-6,37.42118576,-121.9582524,12-02-14,4.6,12.2,7.2,6.4,rain
10.42.0.211-10.42.0.1-33508-53-17,37.9763,-120.345171,13-02-14,1.8,12.8,7.8,6.3,rain
10.42.0.211-10.42.0.1-50568-53-17,33.00214,-117.087831,14-02-14,9.4,11.7,6.1,6.4,rain
10.42.0.211-104.244.43.3-43873-443-6,37.77563,-122.494281,15-02-14,11.7,11.1,5,5.1,rain
209.10.120.26-10.42.0.211-80-44911-6,33.4955763,-117.6684528,16-02-14,26.4,9.4,3.9,7.9,rain
172.217.12.174-10.42.0.151-443-52861-6,35.27605,-120.648561,17-02-14,14.5,8.3,4.4,5.5,rain
172.217.3.99-10.42.0.151-443-51327-6,37.36765925,-121.9908685,18-02-14,15.2,8.9,5,6.2,rain
10.42.0.211-10.42.0.1-8658-53-17,34.16767364,-118.5322401,19-02-14,1,8.3,3.9,6,rain
172.217.3.110-10.42.0.151-443-51101-6,37.44499,-122.146891,20-02-14,3,10,5.6,6.9,rain
172.217.11.46-10.42.0.151-443-57921-6,37.28802477,-121.8750154,21-02-14,2.8,6.7,3.9,2.9,rain
10.42.0.151-31.13.80.5-35842-443-6,34.16881882,-118.1188243,22-02-14,2.5,5.6,2.8,3.1,rain
216.58.219.202-10.42.0.151-443-45271-6,37.43551841,-122.1099385,23-02-14,6.1,7.2,3.9,2.6,rain
10.42.0.42-123.125.115.164-52194-443-6,34.42865733,-119.7069726,24-02-14,13,6.7,3.3,3.2,rain
203.205.158.61-10.42.0.211-80-56065-6,32.94956,-117.065441,25-02-14,0.3,12.2,3.9,4.5,rain
10.42.0.211-66.198.24.243-45471-80-6,34.0596501,-117.276937,26-02-14,0,13.9,5.6,2.5,sun
10.42.0.211-14.29.93.243-32782-80-6,33.56058328,-117.133904,27-02-14,0,12.8,4.4,2.3,sun
202.77.129.230-10.42.0.211-80-60571-6,33.82248785,-118.3366267,28-02-14,0,14.4,4.4,5.9,sun
136.142.1.3-0.95.2.3-0-0-0,34.11957682,-116.3766021,01-03-14,0.5,7.2,4.4,4.7,rain
10.42.0.211-96.6.164.184-40926-80-6,34.15787539,-118.3944864,02-03-14,19.1,11.1,2.8,5.7,rain
10.42.0.151-10.42.0.1-10579-53-17,37.36404902,-122.1048075,03-03-14,10.7,14.4,8.9,5.1,rain
172.217.10.225-10.42.0.151-443-45440-6,34.2924736,-119.2971074,04-03-14,16.5,13.9,7.8,3.9,rain
10.42.0.211-31.13.65.7-52981-443-6,39.52832409,-104.9845367,05-03-14,46.7,15.6,10.6,3.9,rain
10.42.0.42-36.51.254.232-60321-443-6,39.74059081,-105.0038211,06-03-14,3,13.3,10,6.2,rain
10.42.0.211-10.42.0.1-8031-53-17,39.93704277,-105.0570034,07-03-14,0,15.6,8.9,4.2,sun
157.240.2.25-10.42.0.42-443-51677-6,39.91556518,-105.0660262,08-03-14,32.3,12.8,6.7,2.7,rain
202.77.129.150-10.42.0.42-80-54871-6,40.08835621,-108.7796481,09-03-14,4.3,15,9.4,4.3,rain
157.240.2.20-10.42.0.211-443-38090-6,39.71009375,-105.0313629,10-03-14,18.8,12.2,6.1,2.2,rain
172.217.10.238-10.42.0.151-443-60474-6,40.278516,-103.696948,11-03-14,0,14.4,4.4,2.3,rain
10.42.0.211-98.139.225.43-50908-443-6,39.73394628,-105.0772619,12-03-14,0,16.1,3.3,1.9,rain
10.42.0.151-36.51.254.232-41066-443-6,39.59518089,-105.0170214,13-03-14,0.5,13.9,5,2.5,rain
10.42.0.211-115.239.210.141-58270-80-6,37.93962687,-107.8144916,14-03-14,6.9,14.4,8.3,6.1,rain
10.42.0.151-119.146.74.33-38815-443-6,40.05067932,-105.2034212,15-03-14,8.1,16.7,4.4,3,rain
10.42.0.151-52.216.1.211-57842-443-6,39.50828482,-104.7585478,16-03-14,27.7,10.6,4.4,3.8,rain
172.217.3.110-10.42.0.151-443-59289-6,30.19350033,-81.75688514,17-03-14,0.3,10,2.8,3.2,rain
203.130.53.126-10.42.0.151-80-57922-6,41.76629061,-72.7131292,18-03-14,0,10,3.3,1.6,sun
180.149.138.210-10.42.0.211-80-38024-6,30.30732074,-81.64022646,19-03-14,0.5,11.1,3.3,5.1,rain
10.42.0.211-91.190.218.65-52306-12350-6,41.18749492,-73.42580839,20-03-14,0,11.1,1.7,3,sun
172.217.12.132-10.42.0.42-443-34900-6,30.25183393,-81.83762077,21-03-14,0,10.6,2.8,3.8,sun
10.42.0.211-69.147.82.60-39054-443-6,30.27782107,-81.60023517,22-03-14,0,11.1,1.1,1.8,sun
180.149.153.68-10.42.0.211-80-55226-6,30.30982236,-81.73918982,23-03-14,0,12.8,4.4,3.3,sun
172.217.7.227-10.42.0.42-80-45643-6,30.17739518,-81.60628516,24-03-14,0,18.9,2.8,2.2,sun
10.42.0.211-10.42.0.1-29064-53-17,30.19832831,-81.61360994,25-03-14,4.1,13.9,6.7,4.4,rain
10.42.0.42-37.1.204.175-58719-80-6,30.28534902,-81.40757227,26-03-14,3.6,11.1,5.6,2.4,rain
10.42.0.211-10.42.0.1-52700-53-17,30.31324294,-81.77748862,27-03-14,0.3,12.2,6.7,2.8,rain
10.42.0.211-66.231.239.120-41817-443-6,30.41479585,-81.73812613,28-03-14,22.1,11.7,7.2,3.9,rain
10.42.0.211-10.42.0.1-34613-53-17,30.20978104,-81.73726832,29-03-14,14,11.7,7.2,5.1,rain
151.101.21.140-10.42.0.211-443-45974-6,30.35939556,-81.49453149,30-03-14,0,11.1,5,5.1,sun
180.149.153.68-10.42.0.151-80-60998-6,30.32573532,-81.54269545,31-03-14,0,15.6,2.2,3.8,sun
172.217.6.234-10.42.0.211-443-36562-6,30.21734816,-81.55576738,01-04-14,0,14.4,6.7,2.8,sun
10.42.0.211-123.134.184.160-44605-80-6,30.37133137,-81.51459992,02-04-14,0,14.4,5.6,4.2,sun
10.42.0.151-10.42.0.1-60565-53-17,30.240409,-81.758552,03-04-14,2.5,13.3,6.1,3.9,rain
174.35.73.165-10.42.0.42-80-43798-6,30.37200592,-81.74892634,04-04-14,0,12.8,6.1,4.7,sun
10.42.0.42-23.194.140.226-54784-80-6,30.33530696,-81.71691147,05-04-14,4.6,11.7,7.8,4.3,rain
10.42.0.42-103.7.30.118-34283-80-6,30.31239842,-81.76307765,06-04-14,0,13.9,8.3,2.6,sun
10.42.0.151-10.42.0.1-60981-53-17,30.31959679,-81.55981397,07-04-14,0,21.1,9.4,2.5,sun
10.42.0.211-10.42.0.1-31246-53-17,30.32972535,-81.80370181,08-04-14,4.6,15.6,8.3,4.2,rain
10.42.0.211-52.88.110.117-41428-443-6,30.36541075,-81.603447,09-04-14,0,14.4,6.7,2.9,sun
10.42.0.1-10.42.0.42-53-38618-17,30.15837518,-81.60440754,10-04-14,0,15,6.7,3.6,sun
217.69.136.175-10.42.0.211-443-42209-6,30.41280904,-81.54486696,11-04-14,0,17.2,5,2.8,sun
10.42.0.211-23.66.169.49-56314-80-6,30.24811207,-81.62385265,12-04-14,0,16.1,7.8,4.4,sun
10.42.0.42-103.235.46.39-57600-80-6,30.32544378,-81.54880885,13-04-14,0,20.6,5.6,3.1,sun
174.129.32.118-10.42.0.211-443-42128-6,30.16190687,-81.60064413,14-04-14,0,20,5.6,2.6,sun
172.217.11.46-10.42.0.151-443-33892-6,30.28622589,-81.72379722,15-04-14,0.5,14.4,7.8,4,rain
157.240.18.36-10.42.0.211-443-34618-6,30.29225484,-81.43930689,16-04-14,10.9,11.1,8.9,4.6,rain
8.0.6.4-8.6.0.1-0-0-0,30.33392467,-81.59190115,17-04-14,18.5,11.7,7.2,4.7,rain
203.130.53.126-10.42.0.151-80-46295-6,30.43932701,-81.62191143,18-04-14,0,14.4,5.6,3.8,sun
198.11.132.221-10.42.0.151-443-56614-6,30.19104974,-81.62323474,19-04-14,13.7,11.7,5.6,4.7,rain
10.42.0.211-34.227.188.19-41920-443-6,30.26319436,-81.86033909,20-04-14,0,15.6,5.6,2.7,sun
10.42.0.151-10.42.0.1-2187-53-17,43.11626247,-89.35411997,21-04-14,5.1,17.2,7.8,2.5,rain
183.79.250.251-10.42.0.211-443-47398-6,42.5704709,-87.83787553,22-04-14,14.2,12.2,5,4.2,rain
10.42.0.211-61.135.185.139-54608-80-6,43.0770809,-88.22588735,23-04-14,8.9,11.7,6.1,5,rain
172.217.7.195-10.42.0.42-443-40191-6,43.07648367,-89.51607503,24-04-14,12.4,13.9,6.1,5.3,rain
10.42.0.151-69.28.57.178-39662-10086-6,43.19490138,-88.73859798,25-04-14,0,14.4,5.6,2.3,sun
180.149.135.239-10.42.0.211-80-59255-6,43.26491121,-90.95896219,26-04-14,3.3,15,5.6,3.9,rain
10.42.0.211-23.194.140.226-48027-80-6,44.98226663,-89.64808196,27-04-14,6.9,11.1,6.1,5.8,rain
10.42.0.151-74.125.22.188-53318-5228-6,30.651699,-88.224713,28-04-14,0,16.1,4.4,2.6,sun
10.42.0.211-47.88.68.21-54275-443-6,30.21963071,-81.60059793,29-04-14,0,25,9.4,2.3,sun
10.42.0.151-31.13.71.1-55634-443-6,30.20633681,-81.62051685,30-04-14,0,27.8,9.4,3.9,sun
172.217.9.234-10.42.0.211-443-46213-6,30.29787408,-81.45804445,01-05-14,0,29.4,11.1,3,sun
10.42.0.211-54.192.36.247-49230-443-6,29.54740593,-81.23328498,02-05-14,0,18.3,10.6,4.7,sun
10.42.0.151-52.216.1.211-38590-443-6,30.27932689,-81.43525258,03-05-14,33.3,15,8.9,3.4,rain
172.217.12.174-10.42.0.151-443-45986-6,36.84797395,-76.19201835,04-05-14,16,14.4,8.9,4.2,rain
10.42.0.211-10.42.0.1-22152-53-17,36.88399,-76.133361,05-05-14,5.1,15.6,9.4,3.8,rain
172.217.3.99-10.42.0.211-443-41568-6,36.86360174,-75.98101515,06-05-14,0,16.7,8.3,2.6,sun
10.42.0.151-10.42.0.1-32579-53-17,36.79219,-76.178061,07-05-14,0,18.3,7.2,1.7,sun
10.42.0.211-10.42.0.1-55162-53-17,37.34347,-79.20537069,08-05-14,13.7,13.9,9.4,3.4,rain
172.217.10.225-10.42.0.42-443-41540-6,37.63169292,-77.46126413,09-05-14,2,13.3,7.2,5.6,rain
217.12.13.13-10.42.0.211-443-60483-6,36.74478,-76.072061,10-05-14,0.5,15.6,7.2,2.1,rain
10.42.0.1-10.42.0.42-53-36903-17,37.51919384,-77.39022835,11-05-14,0,18.9,8.3,1.7,sun
172.217.6.227-10.42.0.42-443-58459-6,38.35982,-81.653371,12-05-14,0,24.4,9.4,2.7,sun
10.42.0.1-10.42.0.42-53-35666-17,38.99347881,-79.16404918,13-05-14,0,26.7,12.8,3.8,sun
10.42.0.151-52.192.237.93-43991-443-6,39.57378138,-79.91157594,14-05-14,0,27.8,13.3,3.3,sun
10.42.0.211-106.11.95.7-60631-443-6,38.0953488,-81.25033451,15-05-14,0,26.7,12.8,3,sun
183.79.215.137-10.42.0.151-443-44163-6,39.32031289,-77.84100721,16-05-14,0,20,11.7,4.1,sun
172.217.12.170-10.42.0.42-443-54739-6,37.43146383,-81.58228106,17-05-14,0,20,11.7,3.2,sun
10.42.0.42-104.192.110.245-39425-80-6,38.06452846,-81.82163779,18-05-14,0,20,10.6,3.2,sun
172.217.3.99-10.42.0.151-443-51945-6,39.30998,-77.943961,19-05-14,0,21.1,10,2.2,sun
192.229.173.173-10.42.0.211-80-39992-6,39.28201,-80.554491,20-05-14,0,22.2,10,2.7,sun
10.42.0.151-104.192.110.245-43127-80-6,43.06785133,-87.99678956,21-05-14,0,20,10.6,1.7,sun
10.42.0.211-123.125.29.220-60503-80-6,43.655457,-90.997305,22-05-14,0,24.4,11.7,2.5,sun
10.42.0.151-112.80.248.220-49643-443-6,42.649033,-88.36093138,23-05-14,3.8,20,12.8,4,rain
172.217.10.10-10.42.0.211-443-39144-6,43.82691248,-91.25317022,24-05-14,0,18.3,11.1,2.4,sun
10.42.0.42-106.39.169.66-58308-80-6,44.26203669,-88.32626612,25-05-14,5.6,15,10.6,1.4,rain
10.42.0.211-52.71.229.141-38260-443-6,43.01862588,-87.98844033,26-05-14,0,18.3,11.1,4.5,sun
180.149.138.210-10.42.0.42-80-34806-6,42.69062871,-87.82538313,27-05-14,0,20,10,2.5,sun
172.217.6.193-10.42.0.151-443-36782-6,44.28816428,-88.40241962,28-05-14,0,18.9,10,3.4,sun
10.42.0.211-72.21.207.136-58553-443-6,45.59215,-92.345411,29-05-14,0,18.9,11.1,4.3,sun
10.42.0.211-54.230.38.136-38293-443-6,44.64807,-88.946681,30-05-14,0,20.6,8.9,4.5,sun
10.42.0.211-10.42.0.1-13871-53-17,43.17677237,-88.11120879,31-05-14,0,23.3,10,2.2,sun
10.42.0.151-95.213.11.181-34390-80-6,43.563258,-89.207608,01-06-14,0,22.2,10.6,2.3,sun
10.42.0.211-66.231.239.122-40240-80-6,44.70172244,-88.90767288,02-06-14,0,23.3,11.1,2.4,sun
172.217.10.234-10.42.0.151-443-44962-6,43.18041881,-88.99093596,03-06-14,0,18.3,11.1,3.2,sun
10.42.0.211-104.192.108.27-45037-80-6,42.5801918,-90.60272494,04-06-14,0,19.4,10,2.6,sun
10.42.0.42-52.10.216.232-56988-80-6,43.17837264,-88.02235914,05-06-14,0,22.2,10,2.4,sun
10.42.0.151-52.177.171.143-46830-443-6,43.18031807,-88.01479679,06-06-14,0,25,10.6,3.2,sun
216.58.219.206-10.42.0.151-443-50972-6,27.91508212,-82.49221113,07-06-14,0,24.4,13.3,3.1,sun
172.217.6.206-10.42.0.151-443-43552-6,27.96659161,-82.44356809,08-06-14,0,23.3,12.2,2.1,sun
183.79.253.228-10.42.0.211-443-36027-6,27.90673689,-82.49459025,09-06-14,0,21.1,13.3,3.6,sun
172.217.10.65-10.42.0.151-443-48301-6,27.94555571,-82.5145437,10-06-14,0,20,12.2,2.9,sun
8.0.6.4-8.6.0.1-0-0-0,27.98990513,-82.43520031,11-06-14,0,23.9,11.1,2.7,sun
10.42.0.151-31.13.80.5-45626-443-6,27.93450615,-82.50681829,12-06-14,1.8,21.7,12.2,4,rain
203.205.179.170-10.42.0.211-80-47930-6,27.87848967,-82.49617731,13-06-14,6.4,15.6,11.1,5,rain
10.42.0.151-103.235.46.211-40366-443-6,28.07926493,-82.57251509,14-06-14,0,17.8,11.7,3.2,sun
175.100.207.232-10.42.0.42-80-54659-6,28.0368992,-82.39178602,15-06-14,0.5,18.3,10,3.6,rain
203.130.53.126-10.42.0.211-80-42705-6,27.79248314,-82.34288041,16-06-14,3.6,17.8,8.9,2.4,rain
172.217.11.10-10.42.0.211-443-40910-6,28.01827558,-82.58250156,17-06-14,1.3,17.8,10,3,rain
10.42.0.211-98.139.225.43-52577-443-6,28.10547314,-82.39443544,18-06-14,0,18.9,11.1,2.7,sun
10.42.0.1-10.42.0.42-53-14617-17,27.94075669,-82.28657522,19-06-14,0.8,25.6,11.7,3.7,rain
180.149.136.194-10.42.0.151-443-33753-6,27.91113748,-82.50479083,20-06-14,0.3,20,10,3.4,rain
172.217.10.46-10.42.0.151-443-47697-6,27.90169348,-82.28633997,21-06-14,0,22.2,10.6,3.6,sun
199.59.148.73-10.42.0.151-443-46743-6,28.0655,-82.4907,22-06-14,0,25,11.1,2.7,sun
172.217.11.10-10.42.0.211-443-54815-6,28.03054763,-82.4908988,23-06-14,0,25,13.3,2.5,sun
10.42.0.151-10.42.0.1-54198-53-17,27.98554196,-82.27476062,24-06-14,0,24.4,14.4,2.5,sun
10.42.0.211-69.147.82.60-59565-443-6,28.02573251,-82.47849767,25-06-14,0,26.1,13.9,2.4,sun
10.42.0.211-77.234.44.40-35667-80-6,27.99207065,-82.42497264,26-06-14,0,21.1,14.4,4.1,sun
10.42.0.151-104.244.43.99-50081-443-6,27.96528476,-82.27848993,27-06-14,1.8,21.1,13.9,4.5,rain
172.217.12.174-10.42.0.151-443-37089-6,35.78975938,-78.69131927,28-06-14,2.3,20,13.3,4.3,rain
192.229.173.173-10.42.0.211-443-37731-6,38.91041862,-77.49179634,29-06-14,0,20.6,12.8,3.2,sun
172.217.10.106-10.42.0.151-443-34094-6,37.92682,-78.357911,30-06-14,0,25.6,12.8,4.4,sun
157.240.2.20-10.42.0.211-443-50332-6,38.06095,-78.493021,01-07-14,0,34.4,15.6,3.5,sun
172.217.8.4-10.42.0.42-443-35996-6,37.44154,-77.228741,02-07-14,0,27.2,14.4,3.6,sun
10.42.0.151-66.198.24.254-33036-443-6,47.66970099,-117.4165596,03-07-14,0,21.7,13.9,3.1,sun
172.217.10.3-10.42.0.151-443-45462-6,47.76289939,-122.3660171,04-07-14,0,23.9,13.9,3.6,sun
10.42.0.211-10.42.0.1-60569-53-17,47.70918046,-122.6932501,05-07-14,0,24.4,13.3,2.2,rain
172.217.10.238-10.42.0.151-443-53370-6,46.13275886,-122.9243576,06-07-14,0,28.9,15,3,sun
10.42.0.211-10.42.0.1-3964-53-17,48.6480969,-118.7385253,07-07-14,0,27.2,17.8,4.1,rain
10.42.0.211-66.102.255.44-43114-443-6,46.07490668,-118.3061572,08-07-14,0,30,15.6,3.5,sun
208.80.154.224-10.42.0.211-443-53565-6,47.224288,-120.996061,09-07-14,0,26.7,13.9,2.3,sun
172.217.10.35-10.42.0.42-443-37144-6,46.41791268,-117.067479,10-07-14,0,28.9,12.8,2.2,rain
183.36.108.199-10.42.0.151-80-49994-6,48.93871926,-119.0958916,11-07-14,0,31.1,15,2.2,sun
10.42.0.42-123.125.115.164-60149-443-6,47.71925612,-122.3217024,12-07-14,0,32.2,16.7,2.2,sun
172.217.6.238-10.42.0.151-443-46613-6,47.7130734,-122.1675991,13-07-14,0,29.4,15,2.6,sun
10.42.0.211-52.84.29.55-45340-443-6,46.59546155,-120.6593836,14-07-14,0,27.8,15,2.8,sun
10.42.0.151-10.42.0.1-19450-53-17,47.54386713,-122.0388983,15-07-14,0,31.1,13.9,2.3,sun
180.163.255.159-10.42.0.211-80-32879-6,47.01210571,-122.8224624,16-07-14,0,31.1,14.4,2.4,sun
10.42.0.211-31.13.71.1-48419-443-6,32.42468805,-87.04812372,17-07-14,0,26.7,13.9,3.7,sun
152.163.56.2-10.42.0.211-443-53718-6,32.711906,-87.708795,18-07-14,0,23.9,11.7,2.8,sun
172.217.10.35-10.42.0.151-443-52356-6,32.616431,-86.106076,19-07-14,0,25.6,15,5.4,rain
10.42.0.211-10.42.0.1-2995-53-17,32.37255882,-86.28452434,20-07-14,0,19.4,14.4,2.8,sun
10.42.0.151-10.42.0.1-46430-53-17,34.97549969,-86.64496172,21-07-14,0,23.9,13.3,2.2,sun
10.42.0.211-106.39.169.66-39945-443-6,30.65100472,-88.22366961,22-07-14,0.3,21.1,13.3,1.1,rain
172.217.3.110-10.42.0.42-443-48603-6,32.42473564,-87.04804341,23-07-14,19.3,18.9,13.3,3.3,rain
10.42.0.211-64.71.142.96-34865-443-6,33.26973194,-86.84038884,24-07-14,0,20.6,12.8,4.7,sun
151.101.45.140-10.42.0.211-443-48557-6,64.84503425,-147.6862486,25-07-14,0,22.8,12.2,2.7,sun
172.217.10.106-10.42.0.151-443-50311-6,64.85130477,-147.7158829,26-07-14,0,26.1,13.3,3.6,sun
172.217.10.42-10.42.0.211-443-34490-6,55.4884684,-133.127977,27-07-14,0,28.3,15,4.1,sun
10.42.0.151-10.42.0.1-4587-53-17,64.84326457,-147.7508567,28-07-14,0,30.6,15,3.7,sun
172.217.11.42-10.42.0.211-443-42906-6,61.60453815,-149.4139177,29-07-14,0,30,15.6,2.8,sun
10.42.0.42-64.71.142.120-52486-80-6,61.1816841,-149.8136432,30-07-14,0,29.4,14.4,3.4,sun
175.100.207.233-10.42.0.151-443-52786-6,57.06274118,-135.3480707,31-07-14,0,30.6,17.8,4.1,sun
